Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Attrition,Age_Group,Distance_Group,HourlyRate_Group,MonthlyIncome_Group,MonthlyRate_Group,DailyRate_Group,PercentSalaryHike_Group
34.0,Travel_Rarely,1153.0,Research & Development,1.0,College,Medical,Low,Male,94.0,High,2.0,Manufacturing Director,Medium,Married,4325.0,17736.0,1.0,No,15.0,Excellent,High,2.0,Better,No,Age_group 2,Distance_1,HourlyRate_5,Income_3,Rate_4,DailyRate_4,PercentSalaryHike_3
56.0,Travel_Rarely,1400.0,Research & Development,7.0,Bachelor,Life Sciences,Very High,Male,49.0,Low,3.0,Manufacturing Director,Very High,Single,7260.0,21698.0,4.0,No,11.0,Excellent,Low,3.0,Good,No,Age_group 5,Distance_3,HourlyRate_2,Income_4,Rate_4,DailyRate_5,PercentSalaryHike_1
23.0,Travel_Rarely,541.0,Sales,2.0,Below College,Technical Degree,High,Male,62.0,High,1.0,Sales Representative,Low,Divorced,2322.0,9518.0,3.0,No,13.0,Excellent,High,3.0,Better,No,Age_group 1,Distance_1,HourlyRate_3,Income_1,Rate_2,DailyRate_2,PercentSalaryHike_2
51.0,Travel_Rarely,432.0,Research & Development,9.0,Master,Life Sciences,Very High,Male,96.0,High,1.0,Laboratory Technician,Very High,Married,2075.0,18725.0,3.0,No,23.0,Outstanding,Medium,4.0,Better,No,Age_group 5,Distance_3,HourlyRate_5,Income_1,Rate_4,DailyRate_2,PercentSalaryHike_5
30.0,Travel_Rarely,288.0,Research & Development,2.0,Bachelor,Life Sciences,High,Male,99.0,Medium,2.0,Healthcare Representative,Very High,Married,4152.0,15830.0,1.0,No,19.0,Excellent,Low,3.0,Better,No,Age_group 2,Distance_1,HourlyRate_5,Income_2,Rate_3,DailyRate_1,PercentSalaryHike_4
46.0,Travel_Rarely,669.0,Sales,9.0,College,Medical,High,Male,64.0,Medium,3.0,Sales Executive,Very High,Single,9619.0,13596.0,1.0,No,16.0,Excellent,Very High,3.0,Better,Yes,Age_group 5,Distance_3,HourlyRate_3,Income_4,Rate_3,DailyRate_3,PercentSalaryHike_4
40.0,Travel_Frequently,530.0,Research & Development,1.0,Master,Life Sciences,High,Male,78.0,Medium,4.0,Healthcare Representative,Medium,Married,13503.0,14115.0,1.0,No,22.0,Outstanding,Very High,3.0,Good,No,Age_group 4,Distance_1,HourlyRate_4,Income_5,Rate_3,DailyRate_2,PercentSalaryHike_5
51.0,Travel_Rarely,632.0,Sales,21.0,Master,Marketing,High,Male,71.0,High,2.0,Sales Executive,Very High,Single,5441.0,8423.0,0.0,Yes,22.0,Outstanding,Very High,2.0,Bad,No,Age_group 5,Distance_5,HourlyRate_3,Income_3,Rate_2,DailyRate_2,PercentSalaryHike_5
30.0,Travel_Rarely,1334.0,Sales,4.0,College,Medical,High,Female,63.0,Medium,2.0,Sales Executive,Medium,Divorced,5209.0,19760.0,1.0,Yes,12.0,Excellent,Medium,4.0,Good,No,Age_group 2,Distance_2,HourlyRate_3,Income_3,Rate_4,DailyRate_5,PercentSalaryHike_1
46.0,Travel_Frequently,638.0,Research & Development,1.0,Bachelor,Medical,High,Male,40.0,Medium,3.0,Healthcare Representative,Low,Married,10673.0,3142.0,2.0,Yes,13.0,Excellent,High,5.0,Good,No,Age_group 5,Distance_1,HourlyRate_1,Income_5,Rate_1,DailyRate_2,PercentSalaryHike_2
32.0,Travel_Rarely,1093.0,Sales,6.0,Master,Medical,Medium,Male,87.0,High,2.0,Sales Executive,High,Single,5010.0,24301.0,1.0,No,16.0,Excellent,Low,0.0,Better,No,Age_group 2,Distance_3,HourlyRate_4,Income_3,Rate_5,DailyRate_4,PercentSalaryHike_4
54.0,Travel_Rarely,1217.0,Research & Development,2.0,Master,Technical Degree,Low,Female,60.0,High,3.0,Research Director,High,Married,13549.0,24001.0,9.0,No,12.0,Excellent,Low,5.0,Bad,No,Age_group 5,Distance_1,HourlyRate_3,Income_5,Rate_5,DailyRate_4,PercentSalaryHike_1
24.0,Travel_Rarely,1353.0,Sales,3.0,College,Other,Low,Female,33.0,High,2.0,Sales Executive,High,Married,4999.0,17519.0,0.0,No,21.0,Outstanding,Low,2.0,Good,No,Age_group 1,Distance_2,HourlyRate_1,Income_3,Rate_4,DailyRate_5,PercentSalaryHike_5
28.0,Non-Travel,120.0,Sales,4.0,Bachelor,Medical,Medium,Male,43.0,High,2.0,Sales Executive,High,Married,4221.0,8863.0,1.0,No,15.0,Excellent,Medium,3.0,Best,No,Age_group 1,Distance_2,HourlyRate_1,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_3
58.0,Travel_Rarely,682.0,Sales,10.0,Master,Medical,Very High,Male,37.0,High,4.0,Sales Executive,High,Single,13872.0,24409.0,0.0,No,13.0,Excellent,High,1.0,Good,No,Age_group 5,Distance_4,HourlyRate_1,Income_5,Rate_5,DailyRate_3,PercentSalaryHike_2
44.0,Non-Travel,489.0,Research & Development,23.0,Bachelor,Medical,Medium,Male,67.0,High,2.0,Laboratory Technician,Medium,Married,2042.0,25043.0,4.0,No,12.0,Excellent,High,3.0,Best,No,Age_group 4,Distance_5,HourlyRate_3,Income_1,Rate_5,DailyRate_2,PercentSalaryHike_1
37.0,Travel_Rarely,807.0,Human Resources,6.0,Master,Human Resources,High,Male,63.0,High,1.0,Human Resources,Low,Divorced,2073.0,23648.0,4.0,Yes,22.0,Outstanding,Very High,3.0,Better,Yes,Age_group 3,Distance_3,HourlyRate_3,Income_1,Rate_5,DailyRate_3,PercentSalaryHike_5
32.0,Travel_Rarely,827.0,Research & Development,1.0,Below College,Life Sciences,Very High,Male,71.0,High,1.0,Research Scientist,Low,Single,2956.0,14293.144421629022,1.0,No,13.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_1,HourlyRate_3,Income_2,Rate_3,DailyRate_3,PercentSalaryHike_2
20.0,Travel_Frequently,871.0,Research & Development,6.0,Bachelor,Life Sciences,Very High,Female,66.0,Medium,1.0,Laboratory Technician,Very High,Single,2926.0,19783.0,1.0,Yes,18.0,Excellent,Medium,5.0,Better,Yes,Age_group 1,Distance_3,HourlyRate_3,Income_2,Rate_4,DailyRate_3,PercentSalaryHike_4
34.0,Travel_Rarely,665.0,Research & Development,6.0,Master,Other,Low,Female,41.0,High,2.0,Research Scientist,High,Single,4809.0,12482.0,1.0,No,14.0,Excellent,High,3.0,Better,No,Age_group 2,Distance_3,HourlyRate_1,Income_3,Rate_3,DailyRate_3,PercentSalaryHike_3
37.0,Non-Travel,1040.0,Research & Development,2.0,College,Life Sciences,High,Male,100.0,Medium,2.0,Healthcare Representative,Very High,Divorced,5163.0,15850.0,5.0,No,14.0,Excellent,Very High,2.0,Best,No,Age_group 3,Distance_1,HourlyRate_5,Income_3,Rate_3,DailyRate_4,PercentSalaryHike_3
59.0,Non-Travel,1420.0,Human Resources,2.0,Master,Human Resources,High,Female,32.0,Medium,5.0,Manager,Very High,Married,18844.0,21922.0,9.0,No,21.0,Outstanding,Very High,3.0,Better,No,Age_group 5,Distance_1,HourlyRate_1,Income_5,Rate_5,DailyRate_5,PercentSalaryHike_5
50.0,Travel_Frequently,1115.0,Research & Development,1.0,Bachelor,Life Sciences,Low,Female,73.0,High,5.0,Research Director,Medium,Married,18172.0,9755.0,3.0,No,19.0,Excellent,Low,1.0,Good,No,Age_group 5,Distance_1,HourlyRate_3,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_4
25.0,Travel_Rarely,240.0,Sales,5.0,Bachelor,Marketing,High,Male,46.0,Medium,2.0,Sales Executive,High,Single,5744.0,26959.0,1.0,Yes,11.0,Excellent,Very High,1.0,Better,Yes,Age_group 1,Distance_2,HourlyRate_2,Income_3,Rate_5,DailyRate_1,PercentSalaryHike_1
25.0,Travel_Rarely,1280.0,Research & Development,7.0,Below College,Medical,Very High,Male,64.0,Medium,1.0,Research Scientist,Very High,Married,2889.0,26897.0,1.0,No,11.0,Excellent,High,2.0,Better,No,Age_group 1,Distance_3,HourlyRate_3,Income_2,Rate_5,DailyRate_5,PercentSalaryHike_1
22.0,Travel_Rarely,534.0,Research & Development,15.0,Bachelor,Medical,Medium,Female,59.0,High,1.0,Laboratory Technician,Very High,Single,2871.0,23785.0,1.0,No,15.0,Excellent,High,5.0,Better,No,Age_group 1,Distance_4,HourlyRate_2,Income_2,Rate_5,DailyRate_2,PercentSalaryHike_3
51.0,Travel_Frequently,1456.0,Research & Development,1.0,Master,Medical,Low,Female,30.0,Medium,3.0,Healthcare Representative,Low,Single,7484.0,25796.0,3.0,No,20.0,Outstanding,High,2.0,Good,No,Age_group 5,Distance_1,HourlyRate_1,Income_4,Rate_5,DailyRate_5,PercentSalaryHike_5
34.0,Travel_Frequently,658.0,Research & Development,7.0,Bachelor,Life Sciences,Low,Male,66.0,Low,2.0,Laboratory Technician,High,Single,6074.0,22887.0,1.0,Yes,24.0,Outstanding,Very High,3.0,Better,Yes,Age_group 2,Distance_3,HourlyRate_3,Income_4,Rate_5,DailyRate_2,PercentSalaryHike_5
54.0,Non-Travel,142.0,Human Resources,26.0,Bachelor,Human Resources,Very High,Female,30.0,Very High,4.0,Manager,Very High,Single,17328.0,13871.0,2.0,Yes,12.0,Excellent,High,3.0,Better,No,Age_group 5,Distance_5,HourlyRate_1,Income_5,Rate_3,DailyRate_1,PercentSalaryHike_1
24.0,Travel_Rarely,1127.0,Research & Development,18.0,Below College,Life Sciences,Medium,Male,52.0,High,1.0,Laboratory Technician,High,Married,2774.0,13257.0,0.0,No,12.0,Excellent,High,2.0,Better,No,Age_group 1,Distance_5,HourlyRate_2,Income_2,Rate_3,DailyRate_4,PercentSalaryHike_1
34.0,Travel_Rarely,1031.0,Research & Development,6.0,Master,Life Sciences,High,Female,45.0,Medium,2.0,Research Scientist,Medium,Divorced,4505.0,15000.0,6.0,No,15.0,Excellent,High,3.0,Better,No,Age_group 2,Distance_3,HourlyRate_1,Income_3,Rate_3,DailyRate_4,PercentSalaryHike_3
37.0,Travel_Rarely,1189.0,Sales,3.0,Bachelor,Life Sciences,High,Male,87.0,High,3.0,Sales Executive,Very High,Single,7428.0,14506.0,2.0,No,12.0,Excellent,Low,3.0,Better,No,Age_group 3,Distance_2,HourlyRate_4,Income_4,Rate_3,DailyRate_4,PercentSalaryHike_1
34.0,Travel_Rarely,1354.0,Research & Development,5.0,Bachelor,Medical,High,Female,45.0,Medium,3.0,Manager,Low,Single,11631.0,5615.0,2.0,No,12.0,Excellent,Very High,6.0,Better,No,Age_group 2,Distance_2,HourlyRate_1,Income_5,Rate_1,DailyRate_5,PercentSalaryHike_1
36.0,Travel_Frequently,1467.0,Sales,11.0,College,Technical Degree,Medium,Female,92.0,High,3.0,Sales Executive,Very High,Married,9738.0,22952.0,0.0,No,14.0,Excellent,High,6.0,Better,No,Age_group 3,Distance_4,HourlyRate_5,Income_4,Rate_5,DailyRate_5,PercentSalaryHike_3
36.0,Travel_Rarely,922.0,Research & Development,3.0,College,Life Sciences,Low,Female,39.0,High,1.0,Laboratory Technician,Very High,Divorced,2835.0,2561.0,5.0,No,22.0,Outstanding,Low,2.0,Better,No,Age_group 3,Distance_2,HourlyRate_1,Income_2,Rate_1,DailyRate_3,PercentSalaryHike_5
43.0,Travel_Frequently,394.0,Sales,26.0,College,Life Sciences,High,Male,92.0,High,4.0,Manager,Very High,Married,16959.0,19494.0,1.0,Yes,15.206064782908339,Excellent,Very High,3.0,Best,No,Age_group 4,Distance_5,HourlyRate_5,Income_5,Rate_4,DailyRate_2,PercentSalaryHike_4
30.0,Travel_Frequently,1312.0,Research & Development,23.0,Bachelor,Life Sciences,Low,Male,96.0,Low,1.0,Research Scientist,High,Divorced,2613.0,22310.0,1.0,No,25.0,Outstanding,High,2.0,Good,No,Age_group 2,Distance_5,HourlyRate_5,Income_1,Rate_5,DailyRate_5,PercentSalaryHike_5
33.0,Non-Travel,750.0,Sales,22.0,College,Marketing,High,Male,95.0,High,2.0,Sales Executive,Medium,Married,6146.0,15480.0,0.0,No,13.0,Excellent,Low,2.0,Best,No,Age_group 2,Distance_5,HourlyRate_5,Income_4,Rate_3,DailyRate_3,PercentSalaryHike_2
56.0,Travel_Rarely,441.0,Research & Development,14.0,Master,Life Sciences,Medium,Female,72.0,High,1.0,Research Scientist,Medium,Married,4963.0,4510.0,9.0,Yes,15.206064782908339,Excellent,Low,2.0,Better,Yes,Age_group 5,Distance_4,HourlyRate_3,Income_3,Rate_1,DailyRate_2,PercentSalaryHike_4
51.0,Travel_Rarely,684.0,Research & Development,6.0,Bachelor,Life Sciences,Low,Male,51.0,High,5.0,Research Director,High,Single,19537.0,6462.0,7.0,No,13.0,Excellent,High,5.0,Better,No,Age_group 5,Distance_3,HourlyRate_2,Income_5,Rate_1,DailyRate_3,PercentSalaryHike_2
31.0,Travel_Rarely,249.0,Sales,6.0,Master,Life Sciences,Medium,Male,76.0,Low,2.0,Sales Executive,High,Married,6172.0,20739.0,4.0,Yes,18.0,Excellent,Medium,3.0,Good,Yes,Age_group 2,Distance_3,HourlyRate_4,Income_4,Rate_4,DailyRate_1,PercentSalaryHike_4
26.0,Travel_Rarely,841.0,Research & Development,6.0,Bachelor,Other,High,Female,46.0,Medium,1.0,Research Scientist,Medium,Married,2368.0,23300.0,1.0,No,19.0,Excellent,High,3.0,Good,No,Age_group 1,Distance_3,HourlyRate_2,Income_1,Rate_5,DailyRate_3,PercentSalaryHike_4
58.0,Travel_Rarely,147.0,Research & Development,23.0,Master,Medical,Very High,Female,94.0,High,3.0,Healthcare Representative,Very High,Married,10312.0,3465.0,1.0,No,12.0,Excellent,Very High,3.0,Good,Yes,Age_group 5,Distance_5,HourlyRate_5,Income_5,Rate_1,DailyRate_1,PercentSalaryHike_1
19.0,Travel_Rarely,528.0,Sales,22.0,Below College,Marketing,Very High,Male,50.0,High,1.0,Sales Representative,High,Single,1675.0,26820.0,1.0,Yes,19.0,Excellent,Very High,2.0,Good,Yes,Age_group 1,Distance_5,HourlyRate_2,Income_1,Rate_5,DailyRate_2,PercentSalaryHike_4
22.0,Travel_Rarely,594.0,Research & Development,2.0,Below College,Technical Degree,High,Male,100.0,High,1.0,Laboratory Technician,Very High,Married,2523.0,19299.0,0.0,No,14.0,Excellent,High,2.0,Better,No,Age_group 1,Distance_1,HourlyRate_5,Income_1,Rate_4,DailyRate_2,PercentSalaryHike_3
49.0,Travel_Rarely,470.0,Research & Development,20.0,Master,Medical,High,Female,96.0,High,2.0,Manufacturing Director,Low,Married,6567.0,5549.0,1.0,No,14.0,Excellent,High,2.0,Good,No,Age_group 5,Distance_5,HourlyRate_5,Income_4,Rate_1,DailyRate_2,PercentSalaryHike_3
43.0,Travel_Frequently,957.0,Research & Development,28.0,Bachelor,Medical,Medium,Female,72.0,Very High,1.0,Research Scientist,High,Single,4739.0,16090.0,4.0,No,12.0,Excellent,Very High,2.0,Better,No,Age_group 4,Distance_5,HourlyRate_3,Income_3,Rate_3,DailyRate_4,PercentSalaryHike_1
50.0,Travel_Frequently,809.0,Sales,12.0,Bachelor,Marketing,High,Female,77.0,High,3.0,Sales Executive,Very High,Single,9208.0,6645.0,4.0,No,11.0,Excellent,Very High,3.0,Better,No,Age_group 5,Distance_4,HourlyRate_4,Income_4,Rate_1,DailyRate_3,PercentSalaryHike_1
31.0,Travel_Rarely,542.0,Sales,9.20426409903714,Bachelor,Life Sciences,Medium,Female,71.0,Low,2.0,Sales Executive,High,Married,4559.0,24788.0,3.0,Yes,11.0,Excellent,High,2.0,Better,Yes,Age_group 2,Distance_4,HourlyRate_3,Income_3,Rate_5,DailyRate_2,PercentSalaryHike_1
41.0,Travel_Rarely,802.0,Sales,9.0,Below College,Life Sciences,High,Male,96.0,High,3.0,Sales Executive,High,Divorced,8189.0,21196.0,3.0,Yes,13.0,Excellent,High,2.0,Better,No,Age_group 4,Distance_3,HourlyRate_5,Income_4,Rate_4,DailyRate_3,PercentSalaryHike_2
26.0,Travel_Rarely,1355.0,Human Resources,25.0,Below College,Life Sciences,High,Female,61.0,High,1.0,Human Resources,High,Married,2942.0,8916.0,1.0,No,23.0,Outstanding,Very High,3.0,Better,No,Age_group 1,Distance_5,HourlyRate_3,Income_2,Rate_2,DailyRate_5,PercentSalaryHike_5
36.0,Travel_Rarely,216.0,Research & Development,6.0,College,Medical,Medium,Male,84.0,High,2.0,Manufacturing Director,Medium,Divorced,4941.0,2819.0,6.0,No,20.0,Outstanding,Very High,0.0,Better,No,Age_group 3,Distance_3,HourlyRate_4,Income_3,Rate_1,DailyRate_1,PercentSalaryHike_5
51.0,Travel_Frequently,1150.0,Research & Development,8.0,Master,Life Sciences,Low,Male,53.0,Low,3.0,Manufacturing Director,Very High,Single,10650.0,25150.0,2.0,No,15.0,Excellent,Very High,2.0,Better,Yes,Age_group 5,Distance_3,HourlyRate_2,Income_5,Rate_5,DailyRate_4,PercentSalaryHike_3
39.0,Travel_Rarely,1329.0,Sales,4.0,Master,Life Sciences,Very High,Female,47.0,Medium,2.0,Sales Executive,High,Married,5902.0,14590.0,4.0,No,14.0,Excellent,High,1.0,Best,No,Age_group 4,Distance_2,HourlyRate_2,Income_4,Rate_3,DailyRate_5,PercentSalaryHike_3
25.0,Travel_Rarely,959.0,Sales,28.0,Bachelor,Life Sciences,Low,Male,41.0,Medium,2.0,Sales Executive,High,Married,8639.0,24835.0,2.0,No,18.0,Excellent,Very High,3.0,Better,No,Age_group 1,Distance_5,HourlyRate_1,Income_4,Rate_5,DailyRate_4,PercentSalaryHike_4
30.0,Travel_Rarely,1240.0,Human Resources,9.0,Bachelor,Human Resources,High,Male,48.0,High,2.0,Human Resources,Very High,Married,6347.0,13982.0,0.0,Yes,19.0,Excellent,Very High,2.0,Bad,No,Age_group 2,Distance_3,HourlyRate_2,Income_4,Rate_3,DailyRate_5,PercentSalaryHike_4
32.0,Travel_Rarely,1033.0,Research & Development,9.0,Bachelor,Medical,Low,Female,41.0,High,1.0,Laboratory Technician,Low,Single,4200.0,10224.0,7.0,No,22.0,Outstanding,Low,2.0,Best,Yes,Age_group 2,Distance_3,HourlyRate_1,Income_2,Rate_2,DailyRate_4,PercentSalaryHike_5
45.0,Travel_Rarely,1316.0,Research & Development,29.0,Bachelor,Medical,High,Male,83.0,High,1.0,Research Scientist,Very High,Single,3452.0,9752.0,5.0,No,13.0,Excellent,Medium,2.0,Good,No,Age_group 4,Distance_5,HourlyRate_4,Income_2,Rate_2,DailyRate_5,PercentSalaryHike_2
38.0,Travel_Rarely,364.0,Research & Development,3.0,Doctor,Technical Degree,Very High,Female,32.0,High,2.0,Research Scientist,High,Single,4317.0,2302.0,3.0,Yes,20.0,Outstanding,Medium,2.0,Better,No,Age_group 3,Distance_2,HourlyRate_1,Income_3,Rate_1,DailyRate_1,PercentSalaryHike_5
30.0,Travel_Rarely,438.0,Research & Development,18.0,Bachelor,Life Sciences,Low,Female,75.0,High,1.0,Research Scientist,High,Single,2632.0,23910.0,1.0,No,14.0,Excellent,High,4.0,Good,No,Age_group 2,Distance_5,HourlyRate_4,Income_1,Rate_5,DailyRate_2,PercentSalaryHike_3
32.0,Travel_Frequently,689.0,Sales,9.0,College,Medical,Very High,Male,35.0,High,2.0,Sales Executive,Very High,Divorced,4668.0,22812.0,0.0,No,17.0,Excellent,Very High,2.0,Best,No,Age_group 2,Distance_3,HourlyRate_1,Income_3,Rate_5,DailyRate_3,PercentSalaryHike_4
30.0,Travel_Rarely,201.0,Research & Development,5.0,Bachelor,Technical Degree,Very High,Female,84.0,High,1.0,Research Scientist,Low,Divorced,3204.0,10415.0,5.0,No,14.0,Excellent,Very High,3.0,Better,No,Age_group 2,Distance_2,HourlyRate_4,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_3
30.0,Travel_Rarely,1427.0,Research & Development,2.0,Below College,Medical,Medium,Male,35.0,Medium,1.0,Laboratory Technician,Very High,Single,2720.0,11162.0,0.0,No,13.0,Excellent,Very High,3.0,Better,No,Age_group 2,Distance_1,HourlyRate_1,Income_2,Rate_2,DailyRate_5,PercentSalaryHike_2
41.0,Travel_Frequently,857.0,Research & Development,10.0,Bachelor,Life Sciences,Very High,Male,91.0,Medium,4.0,Manager,Low,Divorced,17181.0,12888.0,4.0,No,13.0,Excellent,Medium,2.0,Good,No,Age_group 4,Distance_4,HourlyRate_5,Income_5,Rate_3,DailyRate_3,PercentSalaryHike_2
41.0,Travel_Rarely,933.0,Research & Development,9.0,Master,Life Sciences,High,Male,94.0,High,1.0,Laboratory Technician,Low,Married,2238.0,6961.0,2.0,No,21.0,Outstanding,Very High,2.0,Better,No,Age_group 4,Distance_3,HourlyRate_5,Income_1,Rate_2,DailyRate_3,PercentSalaryHike_5
19.0,Travel_Rarely,1181.0,Research & Development,3.0,Below College,Medical,Medium,Female,79.0,High,1.0,Laboratory Technician,Medium,Single,1483.0,16102.0,1.0,No,14.0,Excellent,Very High,3.0,Better,No,Age_group 1,Distance_2,HourlyRate_4,Income_1,Rate_3,DailyRate_4,PercentSalaryHike_3
40.0,Travel_Frequently,1395.0,Research & Development,26.0,Bachelor,Medical,Medium,Female,54.0,High,2.0,Research Scientist,Medium,Divorced,5605.0,8504.0,1.0,No,11.0,Excellent,Low,2.0,Better,No,Age_group 4,Distance_5,HourlyRate_2,Income_3,Rate_2,DailyRate_5,PercentSalaryHike_1
35.0,Travel_Rarely,662.0,Sales,1.0,Doctor,Marketing,High,Male,65.85773195876288,High,3.0,Sales Executive,Medium,Married,7295.0,11439.0,1.0,No,13.0,Excellent,Low,3.0,Better,No,Age_group 3,Distance_1,HourlyRate_3,Income_4,Rate_2,DailyRate_3,PercentSalaryHike_2
53.0,Travel_Rarely,1436.0,Sales,6.0,College,Marketing,Medium,Male,34.0,High,2.0,Sales Representative,High,Married,2306.0,16047.0,1.0,Yes,20.0,Outstanding,Very High,3.0,Bad,No,Age_group 5,Distance_3,HourlyRate_1,Income_1,Rate_3,DailyRate_5,PercentSalaryHike_5
45.0,Travel_Rarely,194.0,Research & Development,9.0,Bachelor,Life Sciences,Medium,Male,60.0,High,2.0,Laboratory Technician,Medium,Divorced,2348.0,10901.0,8.0,No,18.0,Excellent,High,2.0,Bad,No,Age_group 4,Distance_3,HourlyRate_3,Income_1,Rate_2,DailyRate_1,PercentSalaryHike_4
32.0,Travel_Frequently,967.0,Sales,8.0,Bachelor,Marketing,Medium,Female,43.0,High,3.0,Sales Executive,Very High,Single,8998.0,15589.0,1.0,No,14.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_3,HourlyRate_1,Income_4,Rate_3,DailyRate_4,PercentSalaryHike_3
29.0,Non-Travel,1496.0,Research & Development,1.0,Below College,Technical Degree,Very High,Male,41.0,High,2.0,Manufacturing Director,High,Married,4319.0,26283.0,1.0,No,13.0,Excellent,Low,1.0,Better,No,Age_group 1,Distance_1,HourlyRate_1,Income_3,Rate_5,DailyRate_5,PercentSalaryHike_2
51.0,Travel_Rarely,1169.0,Research & Development,7.0,Master,Medical,Medium,Male,34.0,Medium,2.0,Manufacturing Director,High,Married,6132.0,13983.0,2.0,No,17.0,Excellent,High,2.0,Better,No,Age_group 5,Distance_3,HourlyRate_1,Income_4,Rate_3,DailyRate_4,PercentSalaryHike_4
58.0,Travel_Rarely,1145.0,Research & Development,9.0,Bachelor,Medical,Medium,Female,75.0,Medium,1.0,Research Scientist,Medium,Married,3346.0,11873.0,4.0,Yes,20.0,Outstanding,Medium,3.0,Good,No,Age_group 5,Distance_3,HourlyRate_4,Income_2,Rate_3,DailyRate_4,PercentSalaryHike_5
40.0,Travel_Rarely,630.0,Sales,4.0,Master,Marketing,High,Male,67.0,Medium,3.0,Sales Executive,Very High,Married,10855.0,8552.0,7.0,No,11.0,Excellent,Low,2.0,Good,No,Age_group 4,Distance_2,HourlyRate_3,Income_5,Rate_2,DailyRate_2,PercentSalaryHike_1
34.0,Travel_Frequently,303.0,Sales,2.0,Master,Marketing,High,Female,75.0,High,1.0,Sales Representative,High,Married,2231.0,11314.0,6.0,No,18.0,Excellent,Very High,3.0,Better,No,Age_group 2,Distance_1,HourlyRate_4,Income_1,Rate_2,DailyRate_1,PercentSalaryHike_4
22.0,Travel_Rarely,1256.0,Research & Development,19.0,Below College,Medical,High,Male,80.0,High,1.0,Research Scientist,Very High,Married,2323.0,11992.0,1.0,No,15.206064782908339,Outstanding,Low,6.0,Better,No,Age_group 1,Distance_5,HourlyRate_4,Income_1,Rate_3,DailyRate_5,PercentSalaryHike_4
27.0,Non-Travel,691.0,Research & Development,9.0,Bachelor,Medical,Very High,Male,57.0,High,1.0,Research Scientist,Medium,Divorced,2024.0,5970.0,6.0,No,18.0,Excellent,Very High,1.0,Bad,No,Age_group 1,Distance_3,HourlyRate_2,Income_1,Rate_1,DailyRate_3,PercentSalaryHike_4
28.0,Travel_Rarely,440.0,Research & Development,21.0,Bachelor,Medical,High,Male,42.0,High,1.0,Research Scientist,Very High,Married,2713.0,6672.0,1.0,No,11.0,Excellent,High,2.0,Bad,No,Age_group 1,Distance_5,HourlyRate_1,Income_2,Rate_1,DailyRate_2,PercentSalaryHike_1
57.0,Travel_Rarely,334.0,Research & Development,24.0,College,Life Sciences,High,Male,83.0,Very High,3.0,Healthcare Representative,Very High,Divorced,9439.0,23402.0,1.0,Yes,16.0,Excellent,Medium,2.0,Bad,No,Age_group 5,Distance_5,HourlyRate_4,Income_4,Rate_5,DailyRate_1,PercentSalaryHike_4
